Total commits,Total commits per day,Accumulated commits,Committers,Committers Weight,suma,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,,%Toxicos
2,0.666666666666667,4716,1,100,4819.66666666667,783,108284,4901,6118,0,0,0,8409,7881,6.8,2.5,1673,,5.8,3918,262,130,240688,,14020,12,177,2652,1034,43,15227,0,,,20450,1,8,3918,0,0,0.6,0.0597872505629319,2560,0,1351,0,4410,3,110,2,3604,128790,1,1,581436.759787251,3
4,0.8,4714,3,30,4751.8,781,108336,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3933,262,130,240535,,14014,12,180,2659,1039,43,15209,0,,,20536,1,8,3933,0,0,0.6,0.0622222222222222,2571,0,1355,0,4420,3,110,2,3609,123750,1,1,576401.762222222,3
3,3,4710,2,44.4444444444444,4762.44444444444,781,108336,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3933,262,130,240535,,14014,12,180,2659,1039,43,15209,0,,,20536,1,8,3933,0,0,0.6,0.0622222222222222,2571,0,1355,0,4420,3,110,2,3609,123750,1,1,576401.762222222,2
1,0.125,4707,1,100,4809.125,781,108336,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3921,262,130,240535,,14014,12,180,2647,1039,43,15209,0,,,20416,1,8,3921,0,0,0.6,0.0622222222222222,2559,0,1355,0,4420,3,110,2,3609,123750,1,1,576233.762222222,1
1,0.25,4706,1,100,4808.25,781,108336,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3921,262,130,240535,,14014,12,180,2647,1039,43,15209,0,,,20416,1,8,3921,0,0,0.6,0.0622222222222222,2559,0,1355,0,4420,3,110,2,3609,123750,1,1,576233.762222222,1
1,0.5,4705,1,100,4807.5,781,108336,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3921,262,130,240535,,14014,12,180,2647,1039,43,15209,0,,,20416,1,8,3921,0,0,0.6,0.0622222222222222,2559,0,1355,0,4420,3,110,2,3609,123750,1,1,576233.762222222,3
4,0.666666666666667,4704,4,25,4737.66666666667,781,108346,4891,6118,0,0,0,8400,7874,6.8,2.5,1670,,5.8,3924,262,130,240543,,14014,12,180,2650,1039,43,15209,0,,,20416,1,8,3924,0,0,0.6,0.0626933724149161,2559,0,1358,0,4420,3,110,2,3609,122820,1,1,575333.762693372,2
4,0.666666666666667,4700,1,100,4805.66666666667,1095,162411,10387,6118,0,0,0,18206,15108,8.5,2.5,1671,,12.6,4735,262,130,240502,,38856,19,365,2771,1506,74,46378,0,,,30011,1,11,4735,0,0,0.6,0.0304492113996373,3347,0,1358,0,4420,3,610,5,11248,292290,18,1,898676.230449211,2
2,0.285714285714286,4696,2,50,4750.28571428572,1095,162411,10387,6118,0,0,0,18206,15108,8.5,2.5,1671,,12.6,4738,262,130,240502,,38856,19,367,2772,1506,74,46378,0,,,30036,1,11,4738,0,0,0.6,0.0304492113996373,3350,0,1358,0,4420,3,610,5,11248,292290,18,1,898713.230449211,2
0,0,4694,0,0,4694,1095,162411,10387,6118,0,0,0,18206,15108,8.5,2.5,1671,,12.6,4738,262,130,240502,,38856,19,367,2772,1506,74,46378,0,,,30036,1,11,4738,0,0,0.6,0.0304492113996373,3350,0,1358,0,4420,3,610,5,11248,292290,18,1,898713.230449211,1
5,1.25,4694,4,22.8571428571429,4727.10714285714,1082,160139,10180,6052,0,0,0,17799,14814,8.5,2.6,1661,,12.4,4786,257,128,237266,,38130,19,379,2780,1534,74,45446,0,,,30882,1,9,4786,0,0,0.6,0.0689338235294118,3392,0,1364,0,4421,3,610,5,11048,195840,18,1,794930.168933824,1
1,0.333333333333333,4689,1,100,4791.33333333333,1082,160139,10180,6052,0,0,0,17799,14814,8.5,2.6,1661,,12.4,4786,257,128,237266,,38130,19,379,2780,1534,74,45446,0,,,30882,1,9,4786,0,0,0.6,0.0689338235294118,3392,0,1364,0,4421,3,610,5,11048,195840,18,1,794930.168933824,1
5,1.25,4688,2,48,4744.25,1082,160139,10180,6052,0,0,0,17799,14814,8.5,2.6,1661,,12.4,4786,257,128,237266,,38130,19,379,2780,1534,74,45446,0,,,30882,1,9,4786,0,0,0.6,0.0689338235294118,3392,0,1364,0,4421,3,610,5,11048,195840,18,1,794930.168933824,2
4,1.33333333333333,4683,3,30,4721.33333333333,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,,12.4,4812,257,128,237291,,38126,19,399,2784,1536,74,45463,0,,,31072,1,9,4812,0,0,0.6,0.0702576112412178,3416,0,1366,0,4421,3,610,5,11047,192150,18,1,791591.170257611,2
6,1.5,4679,2,50,4738.5,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,,12.4,4812,257,128,237291,,38126,19,399,2784,1536,74,45463,0,,,31072,1,9,4812,0,0,0.6,0.0702576112412178,3416,0,1366,0,4421,3,610,5,11047,192150,18,1,791591.170257611,1
2,2,4673,2,50,4729,1082,160149,10182,6052,0,0,0,17799,14822,8.5,2.6,1661,,12.4,4762,257,128,237291,,38126,19,398,2790,1537,18,45424,0,,,31025,1,9,4762,0,0,0.6,0.0702576112412178,3365,0,1367,0,4436,3,610,5,11047,192150,24,1,791326.170257611,1
0,0,4671,0,0,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.5,31323,2,50,31377.5,4643,312921,32525,3161,0,0,89.3,49487,16864,5.1,0.6,5178,,9.8,5014,144,113,498793,,83596,140,209,2258,1861,546,92664,91.1,22953,82.1,44049,1,106,4202,21,791,0.5,0,4992,0,22,0,150,3,0,1,20551,90,35,3,1208365.5,2
257,3.29487179487179,31321,25,0.90425719322459,31607.1991289881,4643,312921,32525,3161,0,0,89.3,49487,16864,5.1,0.6,5178,,9.8,5033,144,113,498793,,83596,141,209,2273,1864,546,92664,91.1,22953,82.1,44231,1,106,4221,21,791,0.5,0.13626141023945,5009,0,24,0,180,3,0,1,20551,680310,38,3,1888876.63626141,1
192,3.09677419354839,31064,24,1.2410178173533,31284.3377920109,5054,311126,32486,4296,0,0,89.5,48781,16285,5,0.9,5457,,9.1,5747,213,164,500083,,83637,140,228,2675,2066,638,97644,91.3,23192,82,50617,1,104,4743,23,981,0.5,0.370254484772632,5724,0,23,0,155,3,0,1,19748,95880,63,5,1318261.67025448,2
148,4.11111111111111,30872,23,1.66940245526923,31048.7805135664,5034,309414,32319,4264,0,0,89.3,48447,16291,5,0.9,5444,,9.1,5287,213,164,497936,,83157,140,215,2221,2072,639,97119,91.1,23071,81.7,42114,1,107,4275,23,989,0.5,0.303792164257281,5252,0,35,0,215,3,0,1,19600,47730,77,5,1254151.90379216,2
147,3.675,30724,25,1.38164255752301,30901.0566425575,5019,307833,32237,4241,0,0,89.2,48274,16257,5,0.9,5413,,9.1,5284,211,163,495529,,82908,140,214,2207,2080,643,96816,91,22983,81.6,42054,1,105,4271,23,990,0.5,0.222949797318366,5251,0,33,0,195,3,0,1,19514,128280,77,5,1329532.5229498,1
249,3.66176470588235,30577,23,1.10763627410916,30853.76940098,5007,305764,32121,4446,0,0,89.2,48048,16308,5.1,0.9,5381,,9.1,5317,217,167,492605,,82462,140,218,2243,2074,642,96333,91,22810,81.6,41982,1,106,4305,22,990,0.5,0.210196611192875,5287,0,30,0,150,3,0,1,19403,264990,75,5,1459930.61019661,1
190,2.87878787878788,30328,26,1.21499853445774,30548.0937864132,4969,305212,32257,4402,0,0,88.6,48141,16422,5.1,0.9,5284,,9.3,5958,215,163,490091,,82212,142,258,2445,2475,638,95471,90.3,22612,81.4,50633,1,99,4947,4,1007,0.6,0.193459852060113,5854,0,97,0,605,4,15,4,19404,298770,67,5,1501159.39345985,1
207,2.27472527472527,30138,27,0.939116368364277,30375.2138416431,4925,302197,31971,4575,0,0,89.2,47716,16381,5.1,0.9,5221,,9.3,6127,221,169,485389,,81894,165,225,2455,2643,639,95489,91,22650,81.6,50420,1,116,5104,4,1019,0.6,0.160775807069031,6024,0,96,0,590,4,15,4,19272,235110,76,1,1429185.86077581,1
192,2.90909090909091,29931,24,1.1432320935136,30151.0523230026,4880,300742,31878,4959,0,0,89,47622,16287,5.1,1,5179,,9.4,6089,226,180,482433,,81097,168,135,2372,2774,640,93916,90.8,22355,81.5,43090,1,123,5066,4,1019,0.5,0.33567580229562,5989,0,93,0,545,4,15,4,19226,426900,93,1,1606382.6356758,2
226,3.64516129032258,29739,31,0.841397823375174,30000.4865591137,4566,296140,31448,4205,0,0,88.7,47273,16142,5.2,0.9,4862,,9.9,4384,178,143,469784,,80041,166,114,2161,1296,647,90699,90.5,22188,81.6,41387,1,118,3352,4,1028,0.5,0.637431104720824,4326,0,51,0,375,3,15,4,19385,125190,108,1,1272062.93743111,2
234,3.29577464788732,29513,23,0.950412715833402,29774.2461873637,4060,206022,23948,3067,0,0,88.6,33049,15676,7.1,0.7,4868,,9.2,3029,132,97,469205,,65261,164,99,1128,937,701,90222,90.4,22135,81.5,32155,1,112,1923,4,1102,0.5,0.282227307398932,2971,0,51,0,375,3,15,4,12092,13110,104,1,1008101.28222731,2
220,3.49206349206349,29279,22,1.19789827912359,29525.6899617712,4536,291533,30992,4210,0,0,88.2,46517,16085,5.2,0.9,4772,,9.9,3332,178,143,462831,,78655,164,97,1236,1137,698,88676,89.9,22017,81.2,33868,1,118,2210,4,1118,0.4,0,3280,0,52,0,380,3,0,1,19161,780,106,1,1119167.7,1
5,5,29059,2,48,29119,4524,289786,30797,3917,0,0,88,46242,16118,5.3,0.9,4744,,9.9,3397,164,140,460385,,78261,163,100,1258,1153,723,88358,89.8,22031,81.1,34442,1,151,2224,5,1168,0.4,0.313855991647907,3337,0,60,0,500,3,0,1,19059,613020,105,1,1726613.71385599,2
0,0,29054,0,0,29054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,0.594890510948905,17500,15,0.904495477522612,17679.4993859885,1340,117976,11289,5730,0,9,55.9,20705,33045,21.9,2.8,1151,,18,4108,305,167,207203,,52783,151,734,1114,544,1565,64602,59.3,19579,44.8,31384,1,0,4108,0,0,0.9,0,4009,0,87,0,1290,5,140,5,15827,60,42,5,601266.6,2
78,1.5,17337,5,4.19471465952899,17425.6947146595,1337,117268,11243,5567,0,11,55.9,20564,32953,21.9,2.7,1148,,17.9,4350,301,166,206234,,52416,153,730,1251,544,1672,64167,59.3,19389,44.7,74027,1,0,4350,0,0,2.1,0.534861509073543,4257,0,82,0,1215,5,125,5,15658,10470,34,5,651903.034861509,1
20,1.33333333333333,17259,5,10.3448275862069,17295.6781609195,1334,116962,11218,5567,0,11,55.8,20507,32947,22,2.7,1145,,17.9,4369,301,166,205830,,52281,153,724,1259,568,1665,64016,59.2,19321,44.5,74184,1,0,4369,0,0,2.1,1.92107995846314,4279,0,83,0,1220,5,105,5,15578,9630,34,5,650048.121079959,2
296,1.67231638418079,17239,15,0.588719191440555,17552.2610355756,1332,116708,11199,5529,0,11,55.8,20494,32913,22,2.7,1143,,17.9,4525,299,164,205461,,52252,152,729,1331,645,1668,63938,59.2,19333,44.5,75580,1,1,4525,0,0,2.2,4.69858156028369,4443,0,75,0,1180,4,105,5,15597,22560,35,1,664146.99858156,1
229,1.25136612021858,16943,18,0.661746496559909,17191.9131126168,1324,115824,11088,5534,0,11,56.2,20280,32714,22,2.7,1138,,17.8,3016,299,164,203935,,51837,160,729,1201,610,316,63407,59.6,19131,44.8,72418,1,0,3016,0,0,2.1,1.83962264150943,2927,0,82,0,1279,5,105,5,15513,6360,64,1,634701.039622642,1
30,1.76470588235294,16714,5,7.63187429854097,16758.3965801809,1311,114542,10994,5592,0,11,56.5,20056,32510,22.1,2.8,1129,,17.8,2947,317,164,203137,,51379,149,714,1174,599,311,63030,60,18911,44.9,72030,1,0,2947,0,0,2.1,1.53508771929825,2872,0,75,0,1217,5,0,1,15382,4560,64,1,628339.735087719,2
99,2.91176470588235,16684,9,2.80700015737186,16797.7187648633,1311,114521,10993,5592,0,11,56.6,20051,32559,22.1,2.8,1129,,17.8,2957,317,164,203190,,51372,149,716,1176,606,310,63013,60.1,18893,44.9,72030,1,0,2957,0,0,2.1,1.72512340867758,2881,0,76,0,1232,5,0,1,15390,76980,64,1,700856.125123409,1
0,0,16585,0,0,16585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,16370,1503693,137906,61777,0,89,302.8,270503,127414,78,27.7,13775,0,196.4,65090,3052,1339,2204296,0,618608,633,2610,56294,5013,540,829195,306.6,125898,291,441758,10,0,65090,0,0,9.6,15.4791220637519,64147,0,179,0,1869,46,10710,20,209831,2156130,587,50,8995749.57912206,1
0,0,0,0,0,0,34152,2966956,279209,71755,0,26,311,544544,297070,228,40,29253,0,475.5,56039,3875,2085,4484222,0,1241628,1296,3085,42192,8545,921,400941,315.5,109341,297.1,449507,25,0,56039,0,0,13.3,11.520199905012,53968,0,55,0,550,55,28365,50,410279,8827380,654,110,20405863.9201999,1
0,0,0,0,0,0,13171,1107301,107348,35737,0,6,0,205264,114715,122,27.4,11237,0,244.6,18699,1904,1025,1692044,0,460670,751,2072,10383,4868,625,0,0,0,0,181858,13,0,18699,0,0,6.9,4.35166049902444,17109,0,405,0,3828,41,16710,26,147105,1424070,490,17,5598596.2516605,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2148,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,5.33333333333333,2148,2,42.96875,2214.30208333333,1818,94595,9354,0,0,0,389.2,14598,12229,45.8,0,2744,0,21.8,32,0,0,202275,0,56687,0,20,12,0,0,43707,392.8,8384,370.6,277,4,12,32,0,0,0,0.0225479143179256,32,0,0,0,0,4,0,4,6705,106470,16,4,561235.222547914,2
0,0,2132,0,0,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,2132,1,100,2247,1371,71445,7056,0,0,0,291.9,11010,9225,34.2,0,2061,0,16.5,24,0,0,152313,0,42825,0,15,9,0,0,32931,294.6,6306,278.1,207,3,9,24,0,0,0,0,24,0,0,0,0,3,0,3,5058,79020,12,3,421872.3,3
0,0,2125,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2125,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,4,2125,1,100,2238,457,23815,2352,0,0,0,97.3,3670,3075,11.4,0,687,0,5.5,8,0,0,50771,0,14275,0,5,3,0,0,10977,98.2,2102,92.7,69,1,3,8,0,0,0,0,8,0,0,0,0,1,0,1,1686,26310,4,1,140594.1,1
64,1.48837209302326,2117,3,8.21713147410359,2193.70550356713,2270,118606,11724,0,0,0,485.6,18287,15170,56.7,0,3403,0,27.5,58,0,0,233946,0,70927,0,43,15,0,0,54515,490.3,10442,461.3,459,5,15,58,0,0,0,0,58,0,0,0,0,5,0,5,8436,368070,20,5,918063.4,2
12,1.33333333333333,2053,2,48.6111111111111,2116.94444444445,792,40142,4536,0,0,0,193.4,7112,5460,24,0,1228,0,11.8,24,0,0,54092,0,26446,0,18,6,0,0,20048,195.6,4188,183,194,2,6,24,0,0,0,0,24,0,0,0,0,2,0,2,3418,29910,8,2,198291.8,2
4,4,2041,2,37.5,2088.5,396,20071,2268,0,0,0,96.7,3556,2730,12,0,614,0,5.9,12,0,0,27046,0,13223,0,9,3,0,0,10024,97.8,2094,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1709,14910,4,1,99100.9,2
17,1.54545454545455,2037,2,48.4429065743945,2105.98836111985,1188,60227,6807,0,0,0,290.1,10666,8181,36,0,1842,0,17.7,36,0,0,81131,0,39653,0,27,9,0,0,30065,293.4,6276,274.5,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5119,59700,12,3,312234.7,2
0,0,2020,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2020,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,2020,1,100,2127,396,20138,2266,0,0,0,96.7,3549,2724,11.9,0,614,0,5.9,12,0,0,27100,0,13198,0,9,3,0,0,10004,97.8,2090,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1703,18180,4,1,102421.8,2
12,12,2017,1,100,2142,1980,100593,11327,0,0,0,483.5,17736,13612,59.5,0,3070,0,29.5,60,0,0,135397,0,65940,0,45,15,0,0,49962,489,10438,457.5,485,5,15,60,0,0,0,0,60,0,0,0,0,5,0,5,8500,87120,20,5,507974,3
0,0,2005,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2005,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2005,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2005,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,2005,2,26.5927977839335,2071.59279778393,2376,120665,13593,0,0,0,580.2,21278,16329,71.4,0,3684,0,35.4,72,0,0,162434,0,79132,0,54,18,0,0,59953,586.8,12520,549,582,6,18,72,0,0,0,0,72,0,0,0,0,6,0,6,10196,102300,24,6,607218.8,3
0,0,1986,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1986,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1986,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1986,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1986,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,1986,1,100,2109,1188,60327,6801,0,0,0,290.1,10644,8172,35.7,0,1842,0,17.7,36,0,0,81231,0,39564,0,27,9,0,0,29955,293.4,6258,274.5,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5098,50850,12,3,303309.4,3
0,0,1975,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1975,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.5,1975,2,44.4444444444444,2025.94444444444,396,20104,2267,0,0,0,96.7,3546,2724,11.9,0,614,0,5.9,12,0,0,27072,0,13184,0,9,3,0,0,9989,97.8,2086,91.5,97,1,3,12,0,0,0,0,12,0,0,0,0,1,0,1,1696,18150,4,1,102287.8,1
15,7.5,1972,3,15.2542372881356,2012.75423728814,1188,60165,6756,0,0,0,290.1,10599,8160,35.7,0,1842,0,17.7,36,0,0,81003,0,39450,0,27,9,0,0,29934,293.4,6270,273.9,291,3,9,36,0,0,0,0,36,0,0,0,0,3,0,3,5094,45360,12,3,297199.8,2
0,0,1957,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1957,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,1957,1,100,2064,802,40312,4542,0,0,0,193.4,7126,5496,24,0,1240,0,11.8,24,0,0,54366,0,26568,0,18,6,0,0,20202,195.6,4240,183,194,2,6,24,0,0,0,0,24,0,0,0,0,2,0,2,3412,23520,8,2,192745.8,2
18,1.38461538461538,1954,3,22.1052631578947,1998.48987854251,1199,60142,6785,0,0,0,290.1,10640,8208,36,0,1856,0,17.5,45,0,0,81119,0,39623,0,36,9,0,0,30106,293.4,6314,274.3,468,3,9,45,0,0,0,0,45,0,0,0,0,3,0,3,5150,24960,12,3,277694.3,2
0,0,1936,0,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,1936,2,24.4897959183673,1976.48979591837,399,19999,2257,0,0,0,96.7,3539,2730,12,0,618,0,5.8,15,0,0,26974,0,13173,0,12,3,0,0,10006,97.8,2098,91.4,156,1,3,15,0,0,0,0,15,0,0,0,0,1,0,1,1710,6720,4,1,90753.7,3
9,3,1929,1,100,2042,798,39984,4514,0,0,0,193.4,7078,5466,24,0,1236,0,11.6,32,0,0,53930,0,26338,0,26,6,0,0,19986,195.6,4200,182.6,332,2,6,32,0,0,0,0,32,0,0,0,0,2,0,2,3446,7500,8,2,175565.2,2
0,0,1920,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1.71428571428571,1920,2,48.6111111111111,1984.3253968254,399,19947,2248,0,0,0,96.6,3528,2729,12,0,617,0,5.8,16,0,0,26910,0,13138,0,13,3,0,0,9984,97.8,2100,91,166,1,3,16,0,0,0,0,16,0,0,0,0,1,0,1,1717,19290,4,1,103151.2,2
22,11,1908,2,29.7520661157025,1972.7520661157,2793,139643,15736,0,0,0,675.5,24717,19040,84,0,4319,0,40.6,259,0,0,188405,0,91987,0,196,28,35,0,69951,683.9,14742,635.6,1792,7,21,252,7,0,0,0,259,0,0,0,0,7,0,7,12061,178290,28,7,766708.6,3
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1886,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1.77777777777778,1886,2,49.8046875,1971.58246527778,1995,99710,11235,0,0,0,482.8,17645,13570,60,0,3085,0,29,182,0,0,134508,0,65665,0,140,17,25,0,49650,488.8,10530,454,1220,5,15,182,0,0,0,0,182,0,0,0,0,5,0,5,8610,176880,20,5,596600.6,2
0,0,1854,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1.83333333333333,1854,4,13.7592137592138,1884.59254709255,399,19589,2220,0,0,0,96.6,3488,2700,12.1,0,616,0,5.8,36,0,0,26498,0,13004,0,28,3,5,0,9800,97.8,2082,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1702,29850,4,1,112642.3,2
10,0.833333333333333,1843,2,48,1903.83333333333,804,39143,4447,0,0,0,193.4,6964,5401,24.2,0,1242,0,11.4,72,0,0,53006,0,26083,0,56,6,10,0,19683,195.8,4166,182,472,2,6,72,0,0,0,0,72,0,0,0,0,2,0,2,3371,78150,8,2,243848.8,2
4,4,1833,1,100,1942,402,19568,2223,0,0,0,96.7,3481,2700,12.1,0,621,0,5.7,36,0,0,26498,0,13042,0,28,3,5,0,9843,97.9,2084,91,236,1,3,36,0,0,0,0,36,0,0,0,0,1,0,1,1687,48900,4,1,131743.4,2
