Total commits,Total commits per day,Accumulated commits,Committers,Committers Weight,suma,classes,ncloc,functions,duplicated_lines,test_errors,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,,%Toxicos
0,0,4847,0,0,4847,1114,164078,10530,5960,0,0,2.1,18505,15088,8.4,2.5,1689,,12.6,4331,244,127,242817,,39312,42,247,2687,1295,60,46475,1.7,6418,4.8,25705,1,7,4331,0,0,0.5,0.0793734415059881,2980,0,1299,0,4244,3,1290,5,11356,284730,22,5,897029.679373442,1
0,0,4847,0,0,4847,1114,164078,10530,5960,0,0,2.1,18505,15088,8.4,2.5,1689,,12.6,4331,244,127,242817,,39312,42,247,2687,1295,60,46475,1.7,6418,4.8,25705,1,7,4331,0,0,0.5,0.0793734415059881,2980,0,1299,0,4244,3,1290,5,11356,284730,22,5,897029.679373442,1
0,0,4847,0,0,4847,1114,164074,10530,5960,0,0,2.1,18505,15088,8.4,2.5,1689,,12.6,4331,244,127,242812,,39309,42,247,2687,1295,60,46473,1.7,6418,4.8,25705,1,7,4331,0,0,0.5,0.0794069076982538,2980,0,1299,0,4244,3,1290,5,11355,284610,22,5,896894.679406908,1
2,0.5,4847,1,100,4950.5,1114,164077,10531,5960,0,0,2.1,18506,15088,8.4,2.5,1689,,12.6,4331,244,127,242816,,39310,42,247,2687,1295,60,46474,1.7,6418,4.8,25705,1,7,4331,0,0,0.5,0.0794320258681288,2980,0,1299,0,4244,3,1290,5,11355,284520,22,5,896815.679432026,2
6,1.5,4845,5,18.5185185185185,4876.01851851852,1113,163996,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242698,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0794833581718828,2980,0,1299,0,4244,3,1290,5,11346,281820,22,5,893818.679483358,2
3,0.428571428571429,4839,3,33.3333333333333,4878.76190476191,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,2
0,0,4836,0,0,4836,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
1,0.142857142857143,4836,1,100,4938.14285714286,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,3
0,0,4835,0,0,4835,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
2,0.5,4835,2,50,4889.5,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,3
0,0,4833,0,0,4833,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
0,0,4833,0,0,4833,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
0,0,4833,0,0,4833,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
0,0,4833,0,0,4833,1113,163990,10525,5960,0,0,2.1,18494,15085,8.4,2.5,1688,,12.6,4331,244,127,242688,,39269,42,247,2687,1295,60,46451,1.7,6418,4.8,25703,1,7,4331,0,0,0.5,0.0795511044818524,2980,0,1299,0,4244,3,1290,5,11346,281580,22,5,893562.679551104,1
3,0.75,4833,2,44.4444444444444,4883.19444444444,1113,163985,10525,5960,0,0,2.1,18493,15085,8.4,2.5,1688,,12.6,4334,244,127,242681,,39267,42,247,2687,1298,60,46449,1.7,6418,4.8,25700,1,7,4334,0,0,0.5,0.0767754318618042,2980,0,1302,0,4250,3,1290,5,11343,281340,22,5,893317.676775432,3
3,1,4830,2,44.4444444444444,4880.44444444444,1113,163927,10524,5960,0,0,2.1,18475,15057,8.4,2.5,1688,,12.6,4337,244,127,242587,,39249,42,247,2690,1298,60,46415,1.7,6408,4.8,25715,1,7,4337,0,0,0.5,0.0776615251860641,2983,0,1302,0,4250,3,1290,5,11335,278130,22,5,889865.677661525,2
4,1,4827,1,100,4933,1113,163929,10524,5960,0,0,2.1,18475,15057,8.4,2.5,1688,,12.6,4337,244,127,242589,,39251,42,247,2690,1298,60,46417,1.7,6408,4.8,25715,1,7,4337,0,0,0.5,0.0776782824468659,2983,0,1302,0,4250,3,1290,5,11335,278070,22,5,889813.677678282,2
2,0.285714285714286,4823,2,50,4877.28571428572,1113,163877,10524,5960,0,0,2.1,18476,15060,8.4,2.5,1688,,12.6,4338,244,127,242537,,39268,42,247,2691,1298,60,46401,1.7,6410,4.8,25720,1,7,4338,0,0,0.5,0.0801603206412826,2984,0,1302,0,4250,3,1290,5,11334,269460,22,5,881114.680160321,1
1,0.333333333333333,4821,1,100,4923.33333333333,1113,163877,10524,5960,0,0,2.1,18476,15060,8.4,2.5,1688,,12.6,4338,244,127,242537,,39268,42,247,2691,1298,60,46401,1.7,6410,4.8,25720,1,7,4338,0,0,0.5,0.0801603206412826,2984,0,1302,0,4250,3,1290,5,11334,269460,22,5,881114.680160321,1
2,0.5,4820,1,100,4923.5,1113,163824,10522,5960,0,0,2.1,18469,15056,8.4,2.5,1688,,12.6,4338,244,127,242472,,39249,42,247,2691,1298,60,46372,1.7,6400,4.8,25720,1,7,4338,0,0,0.5,0.0807990124565144,2984,0,1302,0,4250,3,1290,5,11331,267330,22,5,878792.680799012,2
1,0.333333333333333,4818,1,100,4920.33333333333,1113,163824,10522,5960,0,0,2.1,18469,15056,8.4,2.5,1688,,12.6,4338,244,127,242472,,39249,42,247,2691,1298,60,46372,1.7,6400,4.8,25720,1,7,4338,0,0,0.5,0.0807990124565144,2984,0,1302,0,4250,3,1290,5,11331,267330,22,5,878792.680799012,1
1,0.25,4817,1,100,4919.25,1113,163772,10520,5960,0,0,2.1,18458,15055,8.4,2.5,1688,,12.6,4340,244,127,242418,,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.0819672131147541,2986,0,1302,0,4250,3,1290,5,11319,263520,22,5,874849.681967213,3
1,1,4816,1,100,4919,1113,163772,10520,5960,0,0,2.1,18458,15055,8.4,2.5,1688,,12.6,4340,244,127,242418,,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.0819672131147541,2986,0,1302,0,4250,3,1290,5,11319,263520,22,5,874849.681967213,1
2,2,4815,2,50,4871,1113,163772,10520,5960,0,0,2.1,18458,15055,8.4,2.5,1688,,12.6,4340,244,127,242418,,39229,42,247,2691,1300,60,46353,1.7,6400,4.8,25750,1,7,4340,0,0,0.5,0.0819672131147541,2986,0,1302,0,4250,3,1290,5,11319,263520,22,5,874849.681967213,2
0,0,4813,0,0,4813,1113,163774,10520,5960,0,0,2.1,18458,15055,8.4,2.5,1688,,12.6,4342,244,127,242420,,39229,42,249,2691,1300,60,46355,1.7,6400,4.8,25760,1,7,4342,0,0,0.5,0.0820419325432999,2988,0,1302,0,4250,3,1290,5,11319,263280,22,5,874633.682041933,1
1,0.25,4813,1,100,4915.25,1111,163405,10502,5960,0,0,2.1,18397,15023,8.4,2.5,1685,,12.6,4342,244,127,241896,,39115,42,249,2691,1300,60,46219,1.7,6380,4.8,25759,1,7,4342,0,0,0.5,0.0856744371388723,2988,0,1302,0,4250,3,1290,5,11283,250950,22,5,860987.685674437,3
3,1,4812,2,44.4444444444444,4862.44444444444,1111,163398,10502,5960,0,0,2.1,18397,15023,8.4,2.5,1685,,12.6,4345,244,127,241889,,39112,42,249,2691,1303,60,46216,1.7,6382,4.8,25759,1,7,4345,0,0,0.5,0.0863245804223882,2988,0,1305,0,4259,3,1290,5,11283,249060,22,5,859100.686324581,2
1,0.25,4809,1,100,4911.25,1111,163398,10502,5960,0,0,2.1,18397,15023,8.4,2.5,1685,,12.6,4345,244,127,241889,,39112,42,249,2691,1303,60,46216,1.7,6382,4.8,25759,1,7,4345,0,0,0.5,0.0863245804223882,2988,0,1305,0,4259,3,1290,5,11283,249060,22,5,859100.686324581,3
2,2,4808,2,50,4864,1111,163151,10486,5960,0,0,2.1,18359,15023,8.4,2.5,1684,,12.6,4349,244,127,241568,,39020,42,249,2693,1305,60,46113,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0870912364443328,2988,0,1309,0,4269,3,1290,5,11237,238830,22,5,848019.687091237,2
2,2,4806,1,100,4911,1111,163151,10486,5960,0,0,2.1,18359,15023,8.4,2.5,1684,,12.6,4349,244,127,241568,,39020,42,249,2693,1305,60,46113,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0870912364443328,2988,0,1309,0,4269,3,1290,5,11237,238830,22,5,848019.687091237,1
0,0,4804,0,0,4804,1111,163101,10486,5960,0,0,2.1,18337,15022,8.4,2.5,1684,,12.6,4349,244,127,241516,,38994,42,249,2693,1305,60,46070,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0877415000421834,2988,0,1309,0,4269,3,1290,5,11232,237060,22,5,846050.6877415,1
4,1,4804,3,30,4842,1111,163101,10486,5960,0,0,2.1,18337,15022,8.4,2.5,1684,,12.6,4349,244,127,241516,,38994,42,249,2693,1305,60,46070,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0877415000421834,2988,0,1309,0,4269,3,1290,5,11232,237060,22,5,846050.6877415,3
2,0.666666666666667,4800,2,50,4854.66666666667,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4349,244,127,241406,,38964,42,249,2693,1305,60,46034,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0887296305775958,2988,0,1309,0,4269,3,1290,5,11228,234420,22,5,843138.688729631,1
0,0,4798,0,0,4798,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4349,244,127,241406,,38964,42,249,2693,1305,60,46034,1.7,6376,4.8,25752,1,7,4349,0,0,0.5,0.0887296305775958,2988,0,1309,0,4269,3,1290,5,11228,234420,22,5,843138.688729631,1
2,1,4798,2,50,4853,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,3
2,1,4796,2,50,4851,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,2
0,0,4794,0,0,4794,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,1
0,0,4794,0,0,4794,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,1
0,0,4794,0,0,4794,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,1
0,0,4794,0,0,4794,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,1
2,0.666666666666667,4794,2,50,4848.66666666667,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,2
1,0.2,4792,1,100,4894.2,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887296305775958,2991,0,1309,0,4269,3,1290,5,11228,234420,22,5,843144.688729631,1
1,0.5,4791,1,100,4893.5,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887523468168629,2991,0,1309,0,4269,3,1290,5,11228,234360,22,5,843084.688752347,1
0,0,4790,0,0,4790,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887523468168629,2991,0,1309,0,4269,3,1290,5,11228,234360,22,5,843084.688752347,1
0,0,4790,0,0,4790,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4352,244,127,241406,,38964,42,249,2693,1308,60,46034,1.7,6376,4.8,25746,1,7,4352,0,0,0.5,0.0887523468168629,2991,0,1309,0,4269,3,1290,5,11228,234360,22,5,843084.688752347,1
0,0,4790,0,0,4790,1110,163026,10483,5960,0,0,2.1,18327,15020,8.4,2.5,1683,,12.6,4355,244,127,241406,,38964,44,249,2694,1308,60,46034,1.7,6376,4.8,26016,1,5,4355,0,0,0.5,0.203959720088752,2992,0,1309,0,4269,3,1350,5,11228,234360,22,5,843422.80395972,1
6,1,4790,4,22.2222222222222,4823.22222222222,1108,162964,10478,6008,0,0,2.1,18314,15017,8.4,2.5,1681,,12.6,4357,249,128,241297,,38939,42,250,2696,1309,60,46006,1.7,6362,4.8,25839,1,5,4357,0,0,0.5,0.0898332901442515,2996,0,1309,0,4269,3,1290,5,11213,231540,21,5,840150.68983329,3
0,0,4784,0,0,4784,1108,162974,10482,6008,0,0,2.1,18323,15018,8.4,2.5,1681,,12.6,4363,249,128,241310,,38942,42,253,2697,1311,60,46008,1.7,6368,4.8,25890,1,5,4363,0,0,0.5,0.0907266858588502,3002,0,1309,0,4269,3,1290,5,11215,229260,22,5,837996.690726686,1
0,0,4784,0,0,4784,1108,162974,10482,6008,0,0,2.1,18323,15018,8.4,2.5,1681,,12.6,4364,249,128,241310,,38942,42,254,2698,1310,60,46008,1.7,6368,4.8,25900,1,5,4364,0,0,0.5,0.0907266858588502,3003,0,1309,0,4269,3,1290,5,11215,229260,21,5,838009.690726686,1
3,0.6,4784,2,44.4444444444444,4834.04444444445,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4364,249,128,241314,,38951,42,254,2698,1310,60,46468,0,,,25900,1,5,4364,0,0,0.5,0.0908455625436757,3003,0,1309,0,4269,3,1290,5,11221,228960,21,5,831819.090845563,3
0,0,4781,0,0,4781,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4364,249,128,241314,,38951,42,254,2698,1310,60,46468,0,,,25900,1,5,4364,0,0,0.5,0.0908455625436757,3003,0,1309,0,4269,3,1290,5,11221,228960,21,5,831819.090845563,1
0,0,4781,0,0,4781,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4368,249,128,241314,,38951,42,254,2698,1314,60,46468,0,,,25940,1,5,4368,0,0,0.5,0.0908455625436757,3007,0,1309,0,4269,3,1290,5,11221,228960,21,5,831875.090845563,1
0,0,4781,0,0,4781,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4368,249,128,241314,,38951,42,254,2698,1314,60,46468,0,,,25940,1,5,4368,0,0,0.5,0.0908455625436757,3007,0,1309,0,4269,3,1290,5,11221,228960,21,5,831875.090845563,1
1,1,4781,1,100,4884,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4368,249,128,241314,,38951,42,254,2698,1314,60,46468,0,,,25940,1,5,4368,0,0,0.5,0.0908455625436757,3007,0,1309,0,4269,3,1290,5,11221,228960,21,5,831875.090845563,3
3,0.5,4780,2,44.4444444444444,4829.94444444444,1108,162978,10482,6008,0,0,0,18326,15018,8.4,2.5,1681,,12.6,4368,249,128,241314,,38951,42,254,2698,1314,60,46468,0,,,25940,1,5,4368,0,0,0.5,0.0908574673480977,3007,0,1309,0,4269,3,1290,5,11221,228930,21,5,831845.090857467,3
2,2,4777,1,100,4882,1108,162975,10482,6008,0,0,0,18325,15017,8.4,2.5,1681,,12.6,4368,249,128,241309,,38949,42,254,2698,1314,60,46466,0,,,25940,1,5,4368,0,0,0.5,0.0909886264216973,3007,0,1309,0,4269,3,1290,5,11219,228600,21,5,831499.090988627,2
0,0,4775,0,0,4775,1108,162975,10482,6008,0,0,0,18325,15017,8.4,2.5,1681,,12.6,4368,249,128,241309,,38949,42,254,2698,1314,60,46466,0,,,25940,1,5,4368,0,0,0.5,0.0909886264216973,3007,0,1309,0,4269,3,1290,5,11219,228600,21,5,831499.090988627,1
0,0,4775,0,0,4775,1108,162975,10482,6008,0,0,0,18325,15017,8.4,2.5,1681,,12.6,4368,249,128,241309,,38949,42,254,2698,1314,60,46466,0,,,25940,1,5,4368,0,0,0.5,0.0909886264216973,3007,0,1309,0,4269,3,1290,5,11219,228600,21,5,831499.090988627,1
0,0,4775,0,0,4775,1108,162975,10482,6008,0,0,0,18325,15017,8.4,2.5,1681,,12.6,4368,249,128,241309,,38949,42,254,2698,1314,60,46466,0,,,25940,1,5,4368,0,0,0.5,0.0909886264216973,3007,0,1309,0,4269,3,1290,5,11219,228600,21,5,831499.090988627,1
3,1.5,4775,2,44.4444444444444,4825.94444444444,1108,162948,10482,6008,0,0,0,18325,15017,8.4,2.5,1680,,12.6,4368,249,128,241281,,38949,42,254,2698,1314,60,46466,0,,,25940,1,5,4368,0,0,0.5,0.0913603021917688,3007,0,1309,0,4269,3,1290,5,11219,227670,21,5,830513.091360302,3
0,0,4772,0,0,4772,1104,162802,10478,6045,0,0,0,18346,15115,8.5,2.5,1676,,12.6,4461,253,131,241212,,38989,42,265,2714,1365,75,46441,0,,,26939,1,5,4461,0,0,0.6,0.106633856249359,3099,0,1310,0,4269,3,1290,5,11258,195060,24,5,799267.306633856,1
3,3,4772,3,33.3333333333333,4814.33333333333,1104,162792,10478,6045,0,0,0,18343,15115,8.5,2.5,1676,,12.6,4464,253,131,241202,,38982,42,265,2717,1365,75,46434,0,,,26939,1,5,4464,0,0,0.6,0.106798110494968,3099,0,1313,0,4314,3,1290,5,11249,194760,24,5,798978.306798111,1
2,0.5,4769,2,50,4823.5,1104,162792,10478,6045,0,0,0,18343,15115,8.5,2.5,1676,,12.6,4461,253,131,241202,,38982,42,265,2714,1365,75,46434,0,,,26939,1,5,4461,0,0,0.6,0.106798110494968,3099,0,1310,0,4269,3,1290,5,11249,194760,21,5,798918.306798111,1
1,0.25,4767,1,100,4869.25,1104,162792,10478,6045,0,0,0,18343,15115,8.5,2.5,1676,,12.6,4461,253,131,241202,,38982,42,265,2714,1365,75,46434,0,,,26939,1,5,4461,0,0,0.6,0.106798110494968,3099,0,1310,0,4269,3,1290,5,11249,194760,21,5,798918.306798111,1
2,0.666666666666667,4766,2,50,4820.66666666667,1104,162792,10478,6045,0,0,0,18343,15115,8.5,2.5,1676,,12.6,4461,253,131,241202,,38982,42,265,2714,1365,75,46434,0,,,26939,1,5,4461,0,0,0.6,0.106798110494968,3099,0,1310,0,4269,3,1290,5,11249,194760,21,5,798918.306798111,1
3,0.75,4764,3,33.3333333333333,4804.08333333333,1103,162733,10471,6045,0,0,0,18331,15131,8.5,2.5,1675,,12.6,4461,253,131,241092,,38968,42,265,2714,1365,75,46413,0,,,26939,1,5,4461,0,0,0.6,0.108181203515889,3099,0,1310,0,4269,3,1290,5,11244,192270,21,5,796214.308181203,2
1,0.333333333333333,4761,1,100,4863.33333333333,1103,162733,10471,6045,0,0,0,18331,15131,8.5,2.5,1675,,12.6,4461,253,131,241092,,38968,42,265,2714,1365,75,46413,0,,,26939,1,5,4461,0,0,0.6,0.108181203515889,3099,0,1310,0,4269,3,1290,5,11244,192270,21,5,796214.308181203,1
7,0.538461538461538,4760,4,17.5824175824176,4789.12087912088,1103,162733,10471,6045,0,0,0,18331,15131,8.5,2.5,1675,,12.6,4461,253,131,241092,,38968,42,265,2714,1365,75,46413,0,,,26939,1,5,4461,0,0,0.6,0.108181203515889,3099,0,1310,0,4269,3,1290,5,11244,192270,21,5,796214.308181203,2
1,0.125,4753,1,100,4855.125,1100,162492,10430,6045,0,0,0,18296,15134,8.5,2.5,1675,,12.6,4507,253,131,240809,,38886,42,269,2749,1373,74,46322,0,,,27139,1,5,4507,0,0,0.6,0.156444143228284,3126,0,1326,0,4314,3,1350,5,11268,177060,21,5,780741.356444143,1
0,0,4752,0,0,4752,1100,162492,10430,6045,0,0,0,18296,15134,8.5,2.5,1675,,12.6,4507,253,131,240809,,38886,42,269,2749,1373,74,46322,0,,,27139,1,5,4507,0,0,0.6,0.156444143228284,3126,0,1326,0,4314,3,1350,5,11268,177060,21,5,780741.356444143,1
2,1,4752,1,100,4856,1100,162492,10430,6045,0,0,0,18296,15134,8.5,2.5,1675,,12.6,4507,253,131,240809,,38886,42,269,2749,1373,74,46322,0,,,27139,1,5,4507,0,0,0.6,0.156444143228284,3126,0,1326,0,4314,3,1350,5,11268,177060,21,5,780741.356444143,3
1,1,4750,1,100,4853,1100,162474,10431,6045,0,0,0,18301,15138,8.5,2.5,1675,,12.6,4559,253,131,240787,,38890,43,278,2763,1401,74,46322,0,,,27579,1,5,4559,0,0,0.6,0.206453851492019,3166,0,1337,0,4418,3,1380,5,11274,172920,21,5,777362.406453852,1
1,0.25,4749,1,100,4851.25,1100,162474,10431,6045,0,,0,18301,15138,8.5,2.5,1675,,12.6,4559,253,131,240771,,38890,43,278,2763,1401,74,46322,0,,,27579,1,5,4559,0,0,0.6,0.207317073170732,3166,0,1337,0,4418,3,1380,5,11274,172200,21,5,776626.407317073,3
11,0.34375,4748,3,27.2727272727273,4789.61647727273,784,108170,4872,6015,0,0,0,8385,7845,6.8,2.5,1675,,5.8,3885,251,130,240899,,13986,12,171,2638,1029,35,15149,0,,,20248,1,5,3885,0,0,0.6,0,2536,0,1342,0,4378,3,110,2,3607,62640,5,5,514713.7,1
0,0,4737,0,0,4737,784,108170,4872,6015,0,0,0,8385,7845,6.8,2.5,1675,,5.8,3885,251,130,240899,,13986,12,171,2638,1029,35,15149,0,,,20248,1,5,3885,0,0,0.6,0,2536,0,1342,0,4378,3,110,2,3607,62640,5,5,514713.7,1
1,0.333333333333333,4737,1,100,4839.33333333333,784,108170,4872,6015,0,0,0,8385,7845,6.8,2.5,1675,,5.8,3885,251,130,240899,,13986,12,171,2638,1029,35,15149,0,,,20248,1,5,3885,0,0,0.6,0,2536,0,1342,0,4378,3,110,2,3607,62640,5,5,514713.7,3
3,0.214285714285714,4736,2,44.4444444444444,4785.65873015873,783,108122,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3897,251,130,240759,,13974,12,171,2646,1033,35,15137,0,,,20272,1,8,3897,0,0,0.6,0,2544,0,1346,0,4390,3,110,2,3607,61080,5,5,513008.7,3
1,0.333333333333333,4733,1,100,4835.33333333333,783,108122,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3897,251,130,240759,,13974,12,171,2646,1033,35,15137,0,,,20272,1,8,3897,0,0,0.6,0,2544,0,1346,0,4390,3,110,2,3607,61080,5,5,513008.7,3
1,1,4732,1,100,4835,783,108122,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3897,251,130,240759,,13974,12,171,2646,1033,35,15137,0,,,20272,1,8,3897,0,0,0.6,0,2544,0,1346,0,4390,3,110,2,3607,61080,5,5,513008.7,3
1,1,4731,1,100,4834,783,108116,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3938,251,130,240753,,13974,53,171,2646,1033,35,15137,0,,,20272,1,8,3938,0,0,0.6,0,2544,0,1346,0,4390,3,1340,5,3607,60450,5,5,513722.7,3
3,0.1875,4730,3,33.3333333333333,4769.52083333333,783,108116,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3905,251,130,240729,,13974,12,171,2646,1033,43,15137,0,,,20288,1,8,3905,0,0,0.6,0.0554235946159937,2552,0,1346,0,4390,3,110,2,3607,138930,5,1,590866.755423595,2
3,0.75,4727,2,44.4444444444444,4777.19444444444,783,108116,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3905,251,130,240729,,13974,12,171,2646,1033,43,15137,0,,,20288,1,8,3905,0,0,0.6,0.0554235946159937,2552,0,1346,0,4390,3,110,2,3607,138930,5,1,590866.755423595,3
0,0,4724,0,0,4724,783,108116,4863,6015,0,0,0,8376,7845,6.8,2.5,1674,,5.8,3905,251,130,240729,,13974,12,171,2646,1033,43,15137,0,,,20288,1,8,3905,0,0,0.6,0.0554235946159937,2552,0,1346,0,4390,3,110,2,3607,138930,5,1,590866.755423595,1
8,0.666666666666667,4724,3,17.3076923076923,4752.97435897436,784,108329,4910,6112,0,0,0,8420,7893,6.8,2.5,1674,,5.8,3915,262,130,240813,,14034,12,177,2649,1034,43,15247,0,,,20445,1,8,3915,0,0,0.6,0.0583200787699765,2559,0,1349,0,4410,3,110,2,3604,132030,1,1,584891.758320079,2
